-99.9984;-73.6924
51.1211;-8.26997
6.55344;-56.2082
-90.5911;35.7729
35.8593;86.9386
-23.2996;3.88328
66.1931;-93.0856
-89.3077;5.94004
34.2299;-98.4604
-23.3169;-86.6316
-16.5028;37.3545
17.7953;86.0873
69.2334;5.38576
-81.607;30.7838
-16.8001;40.2381
82.0642;52.4396
-47.5094;-90.5071
47.2164;-34.3532
26.5277;51.2821
98.2075;-26.9323
-50.5922;96.5101
44.5321;50.6712
30.3037;-85.4628
26.3269;76.9414
-45.458;-12.7177
53.299;-4.45364
-52.4451;-45.0186
-28.147;-66.6986
-2.69653;79.5312
81.8416;-87.8871
80.9306;0.904587
3.25839;-36.1934
97.3284;-1.20467
-46.7711;-81.8534
89.5529;-85.2502
0.141418;-23.1716
-44.5836;82.7635
5.94947;-7.11083
88.196;-89.9832
52.3029;54.0409
65.5635;-74.9269
-96.8265;37.6911
73.6494;25.9087
47.2449;45.0824
99.8916;77.7144
-53.361;-38.7356
-29.797;2.65474
18.2227;69.1963
-17.5838;68.3021
-46.1365;-16.9211
7.4608;-6.41653
-42.5575;-64.3345
-69.256;14.331
60.4811;-93.3893
6.88996;-0.303978
91.0722;49.6585
10.9168;78.1475
24.9699;68.4079
-68.0465;-57.4497
42.942;-73.9146
-81.8019;-45.0824
-99.4001;-17.1413
-94.6247;41.9639
87.5795;-52.0178
-63.8208;-36.4921
77.3981;30.4117
-69.933;36.2692
-22.8371;-22.4549
-0.051796;-70.4934
17.4373;69.1151
18.0217;91.0818
11.2292;-70.3697
96.661;-18.2467
-71.636;12.9797
-49.5747;-2.29709
-7.19389;92.219
-74.7938;-60.0486
-36.1501;25.8538
-74.6576;30.2507
24.3268;60.6146
-50.4316;-4.71364
-22.1372;-59.3499
-94.325;80.3347
-14.7005;-71.5958
89.4973;-17.9374
-73.7623;77.1297
-81.5653;-67.5603
-85.7873;-26.9322
-49.3885;-72.9781
56.6306;-8.93855
-30.0952;-9.53997
61.7889;86.3349
30.3292;-56.9503
35.9185;81.7844
-49.9749;72.172
-5.74754;1.19118
20.0787;63.5123
51.1687;-7.551
90.2735;26.5477
-12.1339;64.9395
37.7962;40.4413
97.4291;90.883
70.2539;-42.1368
7.48515;2.88694
-79.3132;-17.1943
15.3433;75.3131
-11.9923;45.9495
73.8527;43.1285
60.1441;41.3071
48.3432;-96.1815
77.2062;4.99748
-7.33546;-86.9612
42.6845;-2.21136
33.5358;36.4098
-60.0891;83.3268
73.1765;78.0037
8.78966;-72.161
-9.93051;97.8725
-56.8936;-10.7953
-36.8535;2.93189
76.3008;-12.0549
-6.49364;61.33
-26.9684;-57.6962
99.8233;-69.2791
26.0977;23.2701
-99.881;-99.8242
54.6704;45.467
-36.1645;-16.4553
36.4988;36.1124
-58.9476;67.284
41.7841;65.7416
-81.0902;-83.6525
52.801;25.9144
-57.2296;-57.2906
-83.7878;-22.2354
90.4319;89.509
-22.0293;-46.1571
38.4338;-43.193
55.3732;56.773
-15.508;-43.5688
-61.2065;-97.7368
-61.6352;96.6472
-51.1892;63.9452
-72.709;-20.3713
20.202;-64.6239
65.6709;-68.4538
97.5874;-48.5663
-53.2802;-79.6725
-56.1179;26.9435
39.2015;58.954
39.2486;50.5881
33.9041;26.686
-88.7119;19.6433
-54.5985;-36.2444
39.9669;-76.5126
52.5141;5.22466
10.7823;17.5978
-34.0667;40.5979
-71.3909;-67.6625
-2.93496;72.0451
62.6532;11.3672
47.7993;-36.7985
-72.9336;5.70965
-37.8522;17.6238
3.61671;-13.8304
-48.2314;-25.9548
-21.3965;-10.6268
-4.82076;-22.4338
-44.1414;-84.3474
-26.0516;-49.2155
34.3568;35.2474
2.78728;45.7217
44.1536;88.9506
-7.86053;88.0326
-35.688;-7.91317
3.42907;32.2711
-19.6334;21.1279
97.3005;-69.9212
34.0197;-31.2365
8.34203;4.56155
65.8477;-97.0099
-45.1581;28.5958
9.22733;83.5695
-46.6773;94.0173
-50.6534;68.7951
38.8047;-8.84968
63.4203;-95.5833
-67.8502;41.39
41.5653;-12.6723
16.4842;50.342
98.3066;39.1358
-44.0976;50.7726
-65.7642;-99.1492
-0.861786;-84.0166
-67.3838;80.6602
56.5984;49.3358
-12.7149;-98.7317
16.9574;3.69568
-86.6301;8.80455
-22.0537;-56.8348
